;date;snippet
29;February 28, 2025;O desenvolvedor desse app está de brincadeira!! Fui cadastrar crédito PIX no app, no campo data de nascimento, ao invés de poder digitar direto a data, vem um calendário, onde foi preciso cutucar para retroceder dezenas e dezenas de vezes, até chegar no ano em que nasci, 1959. A não ser que o app foi feito só para os novinhos poderem acessar, sem se irritar. Arrumem isso, por favor!!!!!!!
30;March 01, 2025;Nova reavaliação, pois realmente é muito ruim, lento, faltam opções simples como cancelar serviço de correio de voz, entre outros. Só sabe encher de propagandas, mas serviços para autoatendimento que seria útil, nada. Nova avaliação 01-03-25, nota 0, conseguem piorar o impossível, já era horrível.
31;February 20, 2025;Tem espaço pra melhorar. Por exemplo, o consumo e a bonificação deveria vir em gráfico. Devia também, na minha opinião, haver um painel com as bonificações, data de vencimento do plano, etc. Por enquanto, atende, mas poderia ser melhor.
32;February 11, 2025;Se a vivo fibra for metade do que é esse aplicativo, os clientes estão lascados. O app é pesado demais pouco interativo e olhe que só entro nele pra fazer pagamento viu. Óh grande gênio que desenvolveu este ótimo app. Coloque um botão FIXO bem grande escrito assim, FATURA AQUI. Acho que os clientes iam ficar menos dias inadiplentes. Eu cansei de tentar achar no mês passado e já estou desistindo de procurar nesse mês. Vai ficar aí de molho, tem nada não.
33;January 13, 2025;A Central de Faturas está quebrada há meses. Já reinstalei e atualizei e nada. Todo mês um parto pra conseguir pagar a conta. Edit: O link que vocês me encaminharam também é ruim, pede uma série de dados pessoais, do celular e do app, mas quando faço um alt+tab pra procurar as informações o formulário é resetado.
34;January 21, 2025;Aplicativo muito confuso. Realizei a troca de plano, pelo app mudou (na parte da fatura), mas a velocidade de internet que recebo é a mesma de antes, foi marcado dia para a instalação e nada. Tento entrar em contato e esse app não ajuda.
35;January 11, 2025;"O aplicativo consegue ser quase tão ruim quanto o atendimento da empresa no suporte! Ao abrir a central de faturas para poder pagar a única informação que aparece é que ""algo deu errado por aqui..."". Enquanto isso não consigo pagar a fatura e os juros vão correndo em cima do atraso que não fui eu que causei!"
36;January 30, 2025;"Péssimo aplicativo! Incrível como não dão importância p os comentários negativos. Eu era ""Claro"", fiz a portabilidade p essa operadora e já nos três primeiros meses me arrependí. Não consigo nem alterar a data de vencimento neste app! Paguei a fatura via pix, e mais de 24hs ainda consta como atrasada. Vou voltar p ""Claro "" c toda certeza!!! Lixo de aplicativo."
37;February 13, 2025;Meia hora perdida no chat não resolve. Desde Agosto/2023 quando houve uma atualização grande, que mudou interface, ficou horrível, agora atualizaram novamente e lógico que piorou o que já estava ruim. Já falei para eles que o aplicativo anterior a 08/2023 era perfeito esses novos são péssimos! Agora 13/02/2025 Usava pelo computador que prestava o site, agora tiraram tudo de lá e só funciona por esse aplicativo maldi-to que não funciona nada! Vocês só phodem o usuário né?! Puts!
38;February 04, 2025;Acho o app fraco, estou tentando cancelar uma promoção que não assinei e não consigo,meu plano é vivo pré,e utilizaram o meu saldo e converteram em pré turbo sem minha autorização,me cobram 30,00 por mês.Quero uma explicação para isso,uso o wi-fi de casa e ligo os dados móveis só qdo saiu e era descontado 2,49, agora me impuseram esse pré turbo que não consigo cancelar
39;January 14, 2025;Uma falta de respeito, atualizaram e agora fica impossível de utilizar o saldo para recarregar. Ah mas é só contratar os pacotes adicionais, seriaaaaaa se não bugasse o aplicativo, se tivesse a opção de comprar ao invés de ter só a de visualizar pacotes comprados 🤨🤨🤨🤨🤨
40;February 19, 2025;Há uma semana o app está indisponível, não consegui acessar, funcionou em um determinado tempo, as atualizações de pagamento demoram, no sistema de faturamento de contas não disponibiliza Pix como meio de pagamento, a proposta do app é boa, infelizmente está indisponível a mais de uma semana!!
41;January 28, 2025;Quase desistindo do app. Apos atualização a segunda conta a qual eu pedia assistência técnica, verificava extrato da conta vivo, nao consigo mais acessar e ao tentar recuperar a senha diz que um código é enviado ao e-mail, porém eu nao uso mais o mesmo e-mail e nem tenho mais acesso a ele, ja liguei na central umas 5 vezes e ninguém conseguiu resolver, pedi pra trocar o email na qual eu uso atualmente, e pede foto do rosto e o app da erro
42;March 05, 2025;A VIVO já está péssima com seu atendimento, nos fazendo esperar na linha mais de 40 minutos para ser atendida, agora eles inventaram uma nova, é de descontar R$ 9,23 toda vez que faço recarga, dizendo que eu fiz um débito de crédito especial, sendo que eu nunca contratei isso. Tenho todos os prints, mensagens de extrato, tudo. Já é 4 vez que descontam da minha recarga e isso está no código penal e no código de defesa do consumidor. O consumidor sendo lesado por diversas vezes.
43;February 04, 2025;Impossível utilizar o aplicativo para cancelar um serviço. Na Black Friday contratei serviço de Internet, estou sendo cobrada por um serviço que não contratei. No mês passado entrei em contato e falaram que iriam cancelar. Esse mês a fatura chegou com a mesma cobrança! Dessa vez a atendente informou que não conseguiriam cancelar por telefone, somente pelo app. Mas pelo app não consigo cancelar. Já abri reclamação no RA. Caso não seja resolvido abrirei reclamação no Procon e Anatel
44;March 04, 2025;O app é bom, porém ainda poderia ter as opções mais usadas dispostas mais facilmente, um leigo não consegue encontrar, além de não ter encontrado onde falar diretamente com um atendente para obter ajudar, assistentes virtuais são muito limitadas!
45;February 19, 2025;Internet ruim, sempre acabando uso pouco e já acaba, ficam pedindo pra mudar o plano, antes dava e ainda sobrava, desde que começou as mensagens pra mudança de plano, a internet acaba coloco recarga até liberar o plano e não dá pra 2 dias e come os créditos, uso o whatsapp e muito pouco o Facebook, gostaria de uma solução, ou devo mudar de operadora?
46;January 20, 2025;"Para contratar um plano bastante falar ""sim"" no whatsapp, e para acessar o aplicativo eles te submetem a um processo cansativo de validação que é absolutamente mal planejado. Não recomendo a instalação, você vai ter problema pra pagar as primeiras faturas."
47;January 31, 2025;Lento de se mexer a pessoa tenta renovar um pacote, não consegue fora as outras coisas, e a vivo sempre vem com desculpas limpe seu cache desinstale e instale de novo e não muda nada, não admitem que o aplicativo é ruim, toda vez a mesma coisa é não adianta mandar link que você não consegue acesso não resolve em nada seu problema cada dia pior
48;January 23, 2025;O pior aplicativo que já baixei, não consigo achar os boletos, e quando acho não consigo acessar clica e não aparece nada, não tem suporte nenhum no aplicativo, caso queira alguma ajuda tem que ligar no *8486, nesse aplicativo só tem marketing. Se for pra trocar de plano vc consegue na hora agora outra coisa não consegue nem a pau.
49;February 18, 2025;"TÁ DE MATAR! vcs pioram muuuito com esse novo sistema. É inacreditável que sua TI consiga fazer um app tão vagabundo como o que virou. Tenho várias contas VIVO MÓVEL E INTERNET. Seu app NÃO SABE DE UMA DELAS. Essas são contas que vieram do tempo que nem tinha o primeiro 9 nos números. e ... quando tá tudo indo bem e aparece ""FALHA NA CONEXÃO"" tente novamente?? Esse app não presta nem na hora de aceitar minha recarga. Precisei apelar pro nubank pra fazer a recarga. NOTA ZERO!"
50;January 24, 2025;"O APP é muito lento, mesmo usando wi-fi, e muitas funções acabam com a msg ""ALGO DEU ERRADO POR AQUI"". Não gostei, poderiam dá uma melhorada. Se essa é a melhor versão, estão deixando muito a desejar ."
51;January 29, 2025;Empresa desonesta, estava com quase R$90,00 em saldo, não assinei absolutamente nenhum plano, quando utilizei o aplicativo recentemente estava com plano pre pago assinado e apenas R$36,00 de saldo! sem te dar nenhuma opção de cancelar, não vejo a hora de trocar de operadora.
52;February 11, 2025;Aplicativo lento, e enrola demais, funções complicadas de se encontrar, eu tenho saldo que já deixei no app da vivo, e quando chegou a fatura do plano controle, não se pode pagar com o saldo que está no aplicativo, se tiver como, não encontrei... Péssimo aplicativo
53;February 06, 2025;De repente, precisando da conexão para continuar meu trabalhalho de uber, fui interrompida, sem Internet móvel e ao chegar em casa, fui surpreendida sem Internet residencial. Tentei atualizar o APP da Vivo, tentei suporte técnico e só recebo a mensagem de tentar mais tarde. Como assim? Preciso trabalhar. Começo a me arrepender de ter trocado a Leste Telecon e a Claro pela Vivo.
54;January 25, 2025;"Aplicativo é enganação. Não permite gerenciar o roteador, na verdade a Vivo tira todo controle do roteador do cliente. Também não funciona o suporte pois toda solicitação é encerrada com ""tente mais tarde"". Péssima atitude da vivo. Não aduanta mandar respostas prontas. Desinstalar app até uma criança de 5 anos já sabe. Serviço deveria incluir um celular de outra operadora visto que a navegação da Vivo-Mortoi não vai estar funcionando. Entreguem um serviço de internet simplesmente."
55;February 05, 2025;"Péssimo, nunca conclui, ""algo deu errado, tente novamente "" Isso já está acontecendo a mais de uma semana... Meu plano não cumpre o que foi prometido , estou tentando troca de plano , porém sempre está mensagem de erro... Sem falar que se formos ligar pra Vivo, reversar o dia inteiro, e rezar para conseguir ..."
56;March 02, 2025;Excelente aplicativo, tudo muito bem explicado. Porém muitos links que aparecem para serem abertos. Para confirmar id, tem que gerar PIN, mas tudo muito bem resumido. Melhor do que ligar pra central de atendimento e aguardar horas para ser atendido. Amei!!!!🤍 Mil vezes!!! Show 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼
57;February 10, 2025;Tá sendo boa, ainda não conheço muito bem está operadora pra avaliar . Porém as 02 vezes que consegui falar com os representantes, fui bem atendida. Fora isso fiquei 33minutos de espera e mais de 60 minutos numa outra tentativa e não consegui falar com ninguém. Isso dá nós nervos não tem como não. Que fique bem entedido, por enquanto foi resolvido o meu problema.
58;March 04, 2025;"Várias funções do aplicativo não estão funcionando. A todo momento aparece mensagem ""algo deu errado por aqui"". E eu precisando urgentemente de alterações cadastrais, troca de endereço e outras coisas. Estou decepcionado."
59;February 24, 2025;No dia 22/02, fiquei surpreendido que estava recebendo ligações s/aparecer a identificação, liguei para central me informaram que a minha fatura fechou no dia acima e houve atualizações, não fui comunicado já pago na minha fatura a inclusão deste beneficio mas não aparece discriminada, eu já tenho esse plano a anos e sempre tive a identificação de chamadas, isso é uma violação do direito do cliente registrei a reclamação e me deram um prazo de 48 horas.Estou querendo o meu direito de volta!
60;January 22, 2025;A nova versão é horrível de interagir, totalmente incompatível com oque os usuários necessitam para desenvolver habilidades no uso do app. A versão anterior era muito melhor. O APP precisa ser atualizado urgentemente. Vocês precisam atualizar o APP com uma versão compatível para o cliente e não para os serviços de vocês. Essa nova versão é tenebrosa. E não adianta dizer que não por que conheço inúmeras pessoas insatisfeita com o atual app meu vivo. Por favor né gente, precisa melhorar...
61;March 02, 2025;"Não consigo ativar o plano do Amazon Prime. Quando seleciono ""ativar"", o app simplesmente não muda de tela, ou dá erro. Já tentei atualizar, reinstalar o app e reiniciar o celular, mas não deu em nada."
62;January 21, 2025;Gostaria de mais uns dias pra poder gastar o restinho de internet que sobra quando renova o plano, também ter uma opção de comprar avulso mais internet no plano controle, pois tenho que ficar controlando pra não estourar e nessa sempre sobra aí vem a renovação e eu perco e ainda me privei uma semana sem poder navegar a vontade.
63;January 25, 2025;Este sistema é péssimo, toda vez que agendo uma visita de um técnico, os mesmo não atende, eu fico aguardo, dentro horário que recebo pelo wadsap, e os tecniyfazem pouco caso. Hoje não foi diferente, estou aqui em minha casa com agendamento horário 12.00 as 18.00 hrs . Depois mudaram para, 15.00 as 18.00hrs. mas novamente, atendimento, não foi realizado.
64;February 12, 2025;Apesa d o app ser útil, apresenta vários bugs. Além disso a empresa é péssima, o atendimento horrível. Cobram por serviços que não prestam e se escoram no contrato. Fazem alterações sem aviso nos planos e passam a cobrar por serviços nunca contratados. Lixo
65;January 24, 2025;O app só ocupa memória, não funciona, por isso acho justo não pagar minha fatura em aberto. Não é assim que vcs agem quando minha internet não funciona onde DEVERIA funcionar? Queria poder ter um desconto de todos os momentos que deveria funcionar e não funciona. Não quero entrar em site e whatsapp pra pagar minha fatura, se existe um app eu quero usar, é um absurdo em pleno 2025 eu ter que precisar entrar num site pra pagar uma fatura de celular, ainda mais sendo de uns empresa do tamanho enorm
66;February 02, 2025;Horrível! Poucas informações! Layout de mendigo, pra uma empresa tão grande. Fiz portabilidade, quero informações sobre o serviço oferecido. O canal se ligação n atende. O serviço de chat, n tem a opção de vc tirar dúvida sobre o plano oferecido. E o 1058 e o 8684, são o mesmo atendimento, q n atende! A operadora com o pior relacionamento com cliente é a Vivo! Tenho 4 dias de cliente, e há vou cancelar! Arrependido de ter saído da TIM!
67;February 27, 2025;Aplicativo horrível! Tudo q vc precisa fazer da erro! Tem dias q preciso alterar meu endereço e não consigo de jeito nenhum, só da erro e pede para tentar mais trade! Se é para fica mandando a gente usar o app para facilitar o atendimento, pelo menos faça com q o app funcione.
68;February 01, 2025;Não funciona corretamente, a parte de suporte técnico que é essencial nunca carrega. Péssimo. Não funciona nada pra acompanhar, já desinstalei o app e nada, além da Internet cair e não dá retorno e arrumar, você fica na mão
69;February 09, 2025;Depois que mudei de estado o APP da vivo não abre , acho bastante insensato eu ter de andar 200 km pra ir numa loja vivo pra resolver qualquer problema meu , até mesmo pra conseguir pagar pelo app não abre , deletando e instalando o APP não ajuda , basicamente insiste em que eu contrate um pacote maior de Internet mais não me favorece se o APP não abrir!
70;February 18, 2025;A vivo tem tudo para continuar sendo a maior e melhor mas, vivem se esforçando para não atingirem esse patamar. Tenho mais 3 protocolos de pedido para atendimento técnico para internet, app da erro ao consultar acompanhamento, técnico não vem, só promete, fora a queda de sinal constante.
71;February 07, 2025;Acabei de contratar internet banda larga e plano pós e já estou tentando problemas e advinha... Ninguém me atende em espera de mais de 30 min em inúmeras tentativas e ao utilizar o app claro que não obtém direcionamento para suporte técnico ou falar com atendente via chat para tentar solucionar meu problema.
72;February 11, 2025;Já desinstalei e instalei o app várias vezes, e lá não consigo visualizar histórico de pagamento, bem como faturas. Mesmo sendo a época de pagar fatura, diz que não há faturas para serem pagas. Para finalizar, a Vivo não enviou minha fatura esse mês!
73;February 09, 2025;Em 2018 fiz uma critica ao APP VIVO. HOJE, em 2025, infelizmente, o aplicativo NADA DE MELHORARAS E PRATICIDADE. Para saber o saldo/ consumo é uma dificuldade. Utilizo no meu dia a dia, na cidade do Rio de Janeiro, as operadoras de voz e dados (Claro, Tim e Vivo). INDISCUTIVELMENTE o APP mais prático é O DA TIM. Para completar, DESDE de Dezembro (2024) eu, minha esposa e filha temos variação ou perda de sinal (VIVO) principalmente no bairro da Penha Circular (RJ-RJ) - velocidade baixa.
74;February 18, 2025;"Relatando um bug do app: Ao tentar logar, digitei o código de autorização e fechei o teclado com o voltar. Mas o aplicativo acha bom fechar sozinho o teclado, levando a tela anterior com o ""voltar"" clicado para fechar o teclado. Isso levou a tela anterior e ao tentar colocar novamente o código, apareceu mensagem de que excedi o número máximo de tentativas e que estou bloqueado por 24h"
75;January 19, 2025;😂😂😂 É muito difícil se comunicar com a vivo. Já repeti diversas vezes que o app só funciona para acessar as faturas, o resto não abre nada. Já desinstalei e reinstalei. Não adianta. Problema crônico do app. APP Vivo nt ZERO!
76;February 11, 2025;Conseguiram melhorar muito no quesito PÉSSIMO. Cada dia fica pior. Os pagamentos feitos com PIX que em todos os apps(Claro, ENEL, SABESP)são baixados de imediato, na Vivo leva 2 dias úteis, um ABSURDO. Dão a opção de informar pagamento pra dizer que não precisa informar pagamento, dá pra acreditar? Piada né. Estão de parabéns, se esmerando em ser PIOR que todos os outros.
77;February 05, 2025;Péssimo, nunca pega 5g, Internet toda hora cai, e o atendimento é um lixo, nós usamos por que só tem 3 operadoras no país. Mas ainda bem que a Nucel da nubank tá chegando, se ela tá quebrando os bancos tradicionais, imagine agora sua operadora, oque vai fazer com a vivo, claro e Tim. Edit 1 Eles me responderam falando que aqui é pra falar sobre app, mas aqui é único lugar que consigo fazer reclamação direta, já que os camais de atendimento deles(vivo) são péssimo. Não contratem, serviço péssimo
78;February 18, 2025;Nunca vi uma empresa decair tanto igual a vivo não tem area em quase lugar nenhum fica sem área do nada o app também funciona quando quer e e demorado pra fazer as funções quando resolve funciona a loja física e ruim o atendimento eles só te fazem plano e mais nada e não resolve nada quase vivo já foi boa hj e só passar raiva pra vivo ser ruim tem que melhorar muito
79;February 03, 2025;Decepção total, mais de 15 dias , tentando pagar uma conta que não entrou no débito automático _ hj 03/02/25 consegui apoio do suporte, até eles tiverem dificuldade de encontrar minha conta, de São Paulo. _ Tinha a internet em casa, porém era como se eu não existisse, não chegava cobrança . Depois vinha aviso de conta atrasada. Agora acho que vai ficar tudo certo, obrigado suporte
80;March 02, 2025;Tive uma dificuldade em ver meu saldo e me chateie com o aplicativo achei que fosse falta de respeito, pois já tive dificuldade, talvez eu não estivesse fazendo da forma correta, eu estava em um outro número da vivo, pois tenho Três. Peço desculpas a Vivo por ter entendido errado, apesar de tudo estou gostando ds Vivo e me chateie atoa, fiz uma avaliação precipitada no calor da emoção. Deus abençoe
81;February 27, 2025;App é horrível, vive cheio de erro , interface muito ruim . E para tentar pagar uma fatura no app , é um caos , a opção fica dando erro . E é a operadora mais cara , atualmente. A operadora vivo parou no tempo .
82;February 09, 2025;O app melhorou considerevelmente, porém ainda assim continua com lentidão em alguns aspectos,essas atualizações diárias onde não da pra ver nada tbem são bem chatinhas,mas em geral o app melhorou mt com relação a minha última avaliação,continuem assim vivo.
83;May 25, 2025;o app já foi melhor mas com essas atualizações ficou horrível, a parte de consultar saldo internet por exemplo, não facilita nada
84;February 13, 2025;Falta opções básicas. Por exemplo, a troca da data de vencimento da fatura. O rastreio do técnico quando o cliente solicita visita técnica. A operadora concorrente tem essas opções, são funções simples ki ajuda o cliente.
85;January 18, 2025;Esse aplicativo é muito ruim!... A navegação nele é horrível! Até as promoções são mal explicadas!... Tem que ir no site da vivo pra se ter as informações completas! ... Misericórdia!... Que APP é esse! ... É isso que dá querer colocar muita coisa um troço só! ... Fica tudo mal feito!... Tudo feito pela metade!... Esse povo não faz teste com usuários não antes de lançar o aplicativo?! ... Misericórdia!... Fala sério em!
86;February 15, 2025;APP apresentando falhas assim que tento clicar em qualquer coisa pra fazer algo ele simplesmente fecha, não consigo de maneira nenhuma entrar para pagar a fatura. Já atualizei fiz de tudo e ele não funciona. Já fiz tudo isso e não funciona ele sempre fecha.
87;February 15, 2025;O app me deixou na mão quando fui reinstalar meu eSIM, passei dias tentando instalar ele no meu Galaxy S23 Ultra. Pedia para fazer a confirmação de identidade, realizava, no momento de fazer a instalação informava que não foi possível. Depois disso informava que por motivos de segurança eu só poderia realizar outra confirmação de identidade mais tarde (no outro dia). Fiquei sem conexão por dias. Fui numa autorizada Vivo e me cobraram 40 reais para gerar um QR Code da minha linha eSIM. Péssimos!
88;May 27, 2025;aplicativo horrível, os serviços não funcionam, tenho um protocolo de visita aberto que não consigo acessar , a ferramenta de suporte é uma piada e não funciona .. empresa de má índole e não respeita seus clientes
89;May 23, 2025;sempre que vou abrir vai para o play store, nunca abre direto é como sempre fosse a primeira vez. Além do que é muito complicado.
90;May 01, 2025;tá muita lenta a internet comecei a usar de novo a vivo tinha parado uns tempos sem usar espero que melhore quanto ao sistema de fatura tá demorado pra saber o mês que vou pagar fiz o plano a pouco tempo não faz um mês
91;May 31, 2025;Claro e objetivo. Ainda oferece alguns descontos e promoções. Muito bom!
92;May 31, 2025;Já sou cliente fiel da VIVO. Gosto, aprecio e aprendo a lidar com o sistema que, quando preciso melhora ou aperfeiçoa o que necessário. ✨️
93;June 01, 2025;A 3 dias o aplicativo não entra da erro e mensagem tente mais tarde .Esse erro começou dia 30/05 e desde então mesmo fazendo reclamação nenhuma posição sobre
94;May 27, 2025;Faz mais de um ano que tento ativar o app e nunca consigo porque não aceita de jeito nenhum a foto do meu documento. pior, nunca consegui ajuda da vivo para isso.
95;June 02, 2025;melhor app, melhor internet, melhores planos. mais de 10 anos com a mesma operadora!!! Com a Vivo, você vive conectado!!!
96;February 22, 2025;No caso eu quero cancelar somente a promoção vivo pré turbo e não o número da assinatura. Indo em cancelar assinatura, diz que o saldo atual será perdido e o número cancelado. Indo na aba recarga, em promoções, não tem a opção cancelar promoção. Só aparece, a promoção atual, e outras promoções para adquirir.
97;June 01, 2025;o aplicativo é um completo lixo, dá erro o tempo todo, é quase impossível de sequer abrir ele.
98;May 25, 2025;Não ha um lugar onde se pode corrigir o nome que cadastraram errado mesmo voce soletrando o nome. No restante parece muito bom... estou analisando.
99;April 06, 2025;muito bom esse app, pra mim tem muito valor, eu vejo como estou de internet e tbm vejo a conta que tenho que pagar o valor e o vencimento, nunca atrasei um dia, assim que recebo o PDF já pago
100;March 31, 2025;Estou tendo um péssimo atendimento, não consigo abrir chamado no suporte, e a aura nos envia diretamente para o suporte, sendo que lá não está funcionando. Um caminhão rompeu o cabo e estou sem internet desde a tarde e até agora não consegui abrir um chamado. e isso já são 19h00
101;May 27, 2025;Normal. Só fico apreensivo, porque não lembro mais de pin ou senha pra poder acessar o app e aí uso a biometria ou o reconhecimento facial.
102;May 07, 2025;e bom mais pode deixar com as informações sobre o plano e o consumaa de forma mais fáceis de serem visualidadas como também as fatura tanto em aberto como pagas.
103;May 23, 2025;já estou a mais de 10 dias no aguardo da minha linha voltar ao que era. e nada da vivo resolver, ontem me ligaram novamente avisando que no máximo 2 horas voltaria, até o momento nada.
104;May 26, 2025;app não funciona, instalei, atualizei, removi e instalei novamente. Não faz o o login, só da erro e pede para tentar mais tarde.
105;May 30, 2025;Boa tarde ! Sempre consigo realizar as pesquisas e recebo as informações que necessito. Obrigado a Família VIVO. GRANDE ABRAÇO.
106;May 28, 2025;O app é bom, mas ta dando erro para acessar Informações Pessoais e está sem nenhuma nova atualização para corrigir isso!
107;May 21, 2025;falta colocar a opção de converter chip físico no e sim igual têm no iPhone, que discriminação é essa dona vivo, usuário de android é obrigado ir a loja.
108;May 30, 2025;Aplicativo péssimo, como tudo que a Vivo tem em atendimento a cliente. Cai toda hora Não constam as informações corretas.
109;April 29, 2025;simplesmente horrível o app trava e fica saindo, não tem como acessar as faturas sem travar, literalmente horrível !!!!
110;May 30, 2025;funciona muito bem e atende as necessidades básicas de um atendimento à distância.
111;May 22, 2025;Fica confuso o plano pré-pago. Se carrego X, plano y, e por aí segue. Precisa-se de clareza nesse aspecto.
112;May 31, 2025;Estou a quase 1 semana tentando validar minha cortesia do Amazon e não tô conseguindo, ligo na vivo e falam que é pra entrar em contato com o app mandei e-mail e não obtive resposta alguma👎
113;March 06, 2025;Não tem informações de plano quando se cancela, não tem como encontrar fatura para pagar nessas situacoes. O desenvolvedor respondeu aparentando não testar o aplicativo. Então fiz a seguinte tréplica: Desenvolvedor do aplicativo, vc não entendeu, alterei meu plano de pós para pré. Resultado, os dados de quando ele era pós sumiram do aplicativo. Depois de um tempo não sei se resolveram essa situação, que entendo, simples! Não me deram feedback, aqui, público. O app está mais fluido!!!
114;May 29, 2025;todo mês que eu tento pagar minha fatura no pix é uma briga,fica carregando depois trava e manda voltar para o início. tá difícil,todo mês passo raiva.
115;May 25, 2025;A internet, que vence daqui 5 dias, está sendo consumida antes da que vence hoje. Se eu quiser aproveitar a que vence hoje, antes que perca a validade, tenho que usar toda a internet, que vence depois, também.
116;June 01, 2025;Aplicativo continua ruim, sempre com erros e solucionar algum problema pelo app nunca dá certo,decepcionante !!!
117;May 29, 2025;Horrível, não sou cliente e estou tentando uma portabilidade mas o app não está funcionando para entrar como não cliente.
118;May 26, 2025;acabei de efetuar compra do produto e já começaram mal, o app vive sem funcionar, páginas não conectam. atualizem o app para agora
119;January 22, 2025;Simplesmente não consigo usar o aplicativo faz quase 12 horas, não consigo realizar pagamentos e nem acessar informações da conta, mesmo problema recorrente a anos, cansei. Vou trocar de operadora até achar uma minimamente funcional, mais certeza do que nunca que a vivo não merece a minha paciência, um MÍNIMO de respeito com os clientes é o que eu espero de uma empresa.
120;May 28, 2025;Péssima experiência com a vivo aumentaram o valor da fatura é diminuíram a minha Internet de 17G para 12G e ainda pago mais caro, não recomendo a vivo vou mudar para a claro ou a Tim a vivo está deixando a desejar e não me deu nenhuma resposta e não consigo falar com alguém da vivo pra mim a vivo não presta
121;February 26, 2025;É complicado resolver problemas com a Vivo Sac. Tentei por quase todos os canais e nada. O técnico instalador decide se instala ou não, no meu caso ele deu meia volta e foi embora. Pode uma coisa dessas. Acho que foi anti-profissional por parte dele. Caso precisem falar comigo fiz portabilidade dia 19/2/25 Shopping Lapa atendente Bryan, qdo foi agendado instalação, mas como é condomínio, tem horários a serem respeitados no caso 9~17hs.
122;May 23, 2025;Agora eu posso fazer minhas recargas sem sair de casa e também tirar todas as minhas dúvidas! Eu amei! É super útil ❤️❤️❤️❤️
123;May 26, 2025;app horrível nem consigo fazer um cadastro já tentei com dois números diferentes e não dá certo... e quem já tá logado tá reclamando de muitos erros no app😡😡😡
124;May 26, 2025;app muito bom, tem tudo que procuramos, fácil de encontrar todas as informações e pagamos. ótimo aplicativo.
125;May 25, 2025;aff, péssimo serviço, toda hora diz que tá com erro e que eu tente novamente mais tarde, mas fica nesse loop infinito.
126;March 05, 2025;Se seu plano pré-diário básico foi migrado sem seu consentimento para o Pré-Turbo, entre com uma reclamação na Anatel exigindo a reversão do plano, pois vários artigos do C.D.C e da resolução da Anatel estão sendo infringidos. A validade mínima dos créditos deve ser de 30 dias, independentemente do valor de recarga inserido e devem retornar ao saldo bloqueado se não for utilizado. Não é permitido por lei que a recarga expire em menos de 30 dias ou que seja perdido se não for utilizado.
127;May 31, 2025;não gostei,fiz o plano vivo controle usei e paguei mês de abril ok. usei mês de maio paguei no dia 20 de maio ok, dia 25 de maio acabou a minha internet.
128;May 16, 2025;Alguém na face desse planeta consegue usar esse app??? Antes era ruim agora piorou, tem quase 6 meses que estou tentando acessar, de que adianta um benefício da Amazon se é impossível de habilitar???
129;February 03, 2025;"o app é muito bom. Só falta informar o período da assinatura, ou seja. a data em que os créditos são renovados. Sobre a resposta recebida: Na aba ""detalhes da assinatura "" tem muitas informações, mas não há a data de renovação."
130;May 23, 2025;Tive muita dificuldade pois queria apenas a segunda via da minha conta e não consegui. Parece fácil não é? Mas para mim não foi.
131;February 17, 2025;"Edit: Fiquei 3 h e 30min no CHAT do APP e não resolveu, me deixou aguardando... Estou tentando acessar os meus dados cadastrais no app e NÃO entra, informa:""Algo deu errado por aqui"". O meu e-mail não está cadastrado no app, somente o CPF e o SAC não resolve nada! Desde 09/11/24. Por falta do e-mail no cadastro não consigo acessar o Amazon que está incluso no pacote que adquiri na VIVO. A reclamação já foi para Ouvidoria e para Anatel e a Vivo não resolveu, oq rendeu nota zero!! Aciono o Procon?"
132;May 12, 2025;horrível,tô a mais de um mês tentando logar e não vai sempre dá erro,fala que tá com erro e que é pra voltar mais tarde,me impossibilitando de pagar minha conta
133;May 11, 2025;Tenho Vivo Fixo e minha linha fica com mais frequência sem funcionamento do que boa. Pago minha fatura em dia por um serviço que não está sendo bom
134;February 27, 2025;Gostando do app. É bem completo, dá pra compartilhar internet com parentes e amigos, ou seja, enviar crédito. Dá pra recarregar o celular. Não explorei outras funções, mas atende o que eu preciso.
135;May 28, 2025;porque antes conseguia ouvir minhas mensagens no correio de voz e agora pra ouvi-las tenho que pagar? não tenho mais um limite por mês gratuitamente?
136;February 16, 2025;Preciso de dados de minha linha fixa + internet e não consigo acessá-los. No aplicativo MEU VIVO FIXO só aparecem dados do meu vico movel. Vou pros site, logo, e só aparecem dados do movel. Só consigo alguns dados por telefone, isso quando o atendente não me manda acessar o aplicativo. É um loop cruel!
137;May 27, 2025;app ruim demais não está marcado a quantia de Internet que eu tenho, fiz uma reclamação no app ,indicou desinstalar e baixar dinovo fiz oq pediram e ó problema continuar igual app não comprei oque promete
138;May 29, 2025;Por gentileza, Tema Escuro no app. Função de Acessibilidade. E, inclusão digital. Quando estará Disponível?
139;May 28, 2025;Excelente. Sou muito agradecido por fazer parte da família Vivo. Já tenho 2 produtos, e pretendo adquirir mais produtos. Obrigado!
140;June 01, 2025;o aplicativo da vivo é muito instável, toda hora em manutenção, sempre a a gente precisa ver algo importante sempre tá com bug
